Incident Datetime,Report Datetime,Incident Date,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Police District,Analysis Neighborhood,Supervisor District
2020/03/01,2020/03/01,2020/03/01,908243,200154243,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,Northern,Nob Hill,3
2020/03/01,2020/03/01,2020/03/01,908254,200154312,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,Southern,South of Market,6
2020/03/01,2020/03/01,2020/03/01,908259,200154384,04136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,Ingleside,Bernal Heights,9
2020/03/01,2020/03/01,2020/03/01,908310,200154469,04134,Assault,Simple Assault,Battery,Open or Active,Mission,Mission,8
2020/03/01,2020/03/01,2020/03/01,908327,200154685,04136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908333,200154845,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908333,200154845,04134,Assault,Simple Assault,Battery,Open or Active,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908337,200154748,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,Taraval,Sunset/Parkside,4
2020/03/01,2020/03/01,2020/03/01,908424,200155144,04134,Assault,Simple Assault,Battery,Open or Active,Mission,Mission,8
2020/03/01,2020/03/01,2020/03/01,908435,200155417,04134,Assault,Simple Assault,Battery,Open or Active,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908454,200155843,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,Central,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908458,200156045,04012,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",Open or Active,Mission,Mission,9
2020/03/01,2020/03/01,2020/03/01,908464,200156136,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,Bayview,Bayview Hunters Point,10
2020/03/01,2020/03/01,2020/03/01,908465,200130607,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908480,200156249,04134,Assault,Simple Assault,Battery,Open or Active,Bayview,Bayview Hunters Point,10
2020/03/01,2020/03/01,2020/03/01,908483,200156255,04134,Assault,Simple Assault,Battery,Open or Active,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908485,200156205,04136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,Tenderloin,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908490,200156302,04170,Assault,Simple Assault,False Imprisonment,Cite or Arrest Adult,Mission,Mission,9
2020/03/01,2020/03/01,2020/03/01,908516,200154782,04134,Assault,Simple Assault,Battery,Open or Active,Northern,Tenderloin,6
2020/03/01,2020/03/01,2020/03/01,908867,200156302,04170,Assault,Simple Assault,False Imprisonment,Cite or Arrest Adult,Mission,Mission,9
2020/03/01,2020/03/09,2020/03/01,910994,200174934,04134,Assault,Simple Assault,Battery,Open or Active,Bayview,Bayview Hunters Point,10
2020/03/02,2020/03/02,2020/03/02,908504,200156437,04138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Cite or Arrest Adult,Taraval,Lakeshore,7
2020/03/02,2020/03/02,2020/03/02,908518,200156487,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,Central,Chinatown,3
2020/03/02,2020/03/02,2020/03/02,908649,200156647,04136,Assault,Simple Assault,Battery with Serious Injuries,Cite or Arrest Adult,Ingleside,Excelsior,9
2020/03/02,2020/03/02,2020/03/02,908658,200156631,04134,Assault,Simple Assault,Battery,Open or Active,Southern,South of Market,6
2020/03/02,2020/03/02,2020/03/02,908672,200157043,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,Tenderloin,Tenderloin,6
2020/03/02,2020/03/02,2020/03/02,908672,200157043,04134,Assault,Simple Assault,Battery,Open or Active,Tenderloin,Tenderloin,6
2020/03/02,2020/03/02,2020/03/02,908672,200157043,04136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,Tenderloin,Tenderloin,6
2020/03/02,2020/03/02,2020/03/02,908701,200157322,04134,Assault,Simple Assault,Battery,Open or Active,Northern,Tenderloin,6
2020/03/02,2020/03/02,2020/03/02,908702,200157281,04134,Assault,Simple Assault,Battery,Open or Active,Tenderloin,Tenderloin,6
2020/03/02,2020/03/02,2020/03/02,908705,200157413,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,Tenderloin,South of Market,6
2020/03/02,2020/03/02,2020/03/02,908721,200157015,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,Southern,Financial District/South Beach,6
2020/03/02,2020/03/02,2020/03/02,908742,200157861,04134,Assault,Simple Assault,Battery,Open or Active,Tenderloin,Tenderloin,6
2020/03/02,2020/03/02,2020/03/02,908748,200128997,04054,Assault,Aggravated Assault,"Assault, Att. Mayhem, W/ Force",Cite or Arrest Adult,Ingleside,Excelsior,11
2020/03/02,2020/03/02,2020/03/02,908765,200157883,04134,Assault,Simple Assault,Battery,Open or Active,Ingleside,Noe Valley,8
2020/03/02,2020/03/02,2020/03/02,908766,200157617,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,Northern,Russian Hill,3
2020/03/02,2020/03/02,2020/03/02,908770,200158041,04134,Assault,Simple Assault,Battery,Open or Active,Taraval,Sunset/Parkside,4
2020/03/02,2020/03/02,2020/03/02,908780,200158239,04134,Assault,Simple Assault,Battery,Open or Active,Central,Financial District/South Beach,3
